title,videoIDS,video_description,publishedDate,likes,dislikes,views,comment
Mod-02 Lec-13 Combining Chemical and Thermal Processes 3,EmfljwJWrc4,"Combustion by Prof. S.R. Chakravarthy, Department of Aerospace Engineering, IIT Madras. For more details on NPTEL visit http://nptel.iitm.ac.in",2016-05-20T13:26:20Z,6,0,901,0
Mod-02 Lec-12 Combining Chemical and Thermal Processes 2,IhYDz-5tIPA,"Combustion by Prof. S.R. Chakravarthy, Department of Aerospace Engineering, IIT Madras. For more details on NPTEL visit http://nptel.iitm.ac.in",2016-05-20T13:27:56Z,5,0,1019,0
"Mod-03 Lec-15 Mass and Molar Diffusion, Fick's Law",Cct98LrsOtk,"Combustion by Prof. S.R. Chakravarthy, Department of Aerospace Engineering, IIT Madras. For more details on NPTEL visit http://nptel.iitm.ac.in",2016-05-20T13:23:07Z,17,3,2616,2
Mod-02 Lec-14 Combining Chemical and Thermal Processes 4,Uzi7f_IJ-zU,"Combustion by Prof. S.R. Chakravarthy, Department of Aerospace Engineering, IIT Madras. For more details on NPTEL visit http://nptel.iitm.ac.in",2016-05-20T13:24:41Z,4,0,902,0
Mod-08 Lec-16 Conservation Equations for Multi-Component Mixtures,-EAUXcHcKNw,"Combustion by Prof. S.R. Chakravarthy, Department of Aerospace Engineering, IIT Madras. For more details on NPTEL visit http://nptel.iitm.ac.in",2016-05-20T13:21:33Z,6,0,1665,0
Mod-08 Lec-17 Multi-Component Diffusion Equation,SOuP1jEXktQ,"Combustion by Prof. S.R. Chakravarthy, Department of Aerospace Engineering, IIT Madras. For more details on NPTEL visit http://nptel.iitm.ac.in",2016-05-20T13:20:27Z,15,1,2641,0
Mod-08 Lec-18 Multi-Component Momentum Equation,AFuYvlkMWJo,"Combustion by Prof. S.R. Chakravarthy, Department of Aerospace Engineering, IIT Madras. For more details on NPTEL visit http://nptel.iitm.ac.in",2016-05-20T13:18:48Z,9,0,1007,0
Mod-08 Lec-19 Energy Equation,BJZ2Xvtbu2c,"Combustion by Prof. S.R. Chakravarthy, Department of Aerospace Engineering, IIT Madras. For more details on NPTEL visit http://nptel.iitm.ac.in",2016-05-20T13:17:27Z,7,0,1097,0
Mod-05 Lec-21 Schvab-Zeldovich Formulation 1,nBjx7AF4deg,"Combustion by Prof. S.R. Chakravarthy, Department of Aerospace Engineering, IIT Madras. For more details on NPTEL visit http://nptel.iitm.ac.in",2016-05-20T13:14:05Z,11,0,1779,2
Mod-08 Lec-20 One Dimensional Steady Flow,tuzvfya5Mhs,"Combustion by Prof. S.R. Chakravarthy, Department of Aerospace Engineering, IIT Madras. For more details on NPTEL visit http://nptel.iitm.ac.in",2016-05-20T13:15:52Z,8,0,1531,0
Mod-05 Lec-22 Schvab-Zeldovich Formulation 2,Q598QkWeNks,"Combustion by Prof. S.R. Chakravarthy, Department of Aerospace Engineering, IIT Madras. For more details on NPTEL visit http://nptel.iitm.ac.in",2016-05-20T13:12:41Z,5,0,953,0
Mod-06 Lec-23 Rankine-Hugoniot Relations 1,SZXLu7AyBGg,"Combustion by Prof. S.R. Chakravarthy, Department of Aerospace Engineering, IIT Madras. For more details on NPTEL visit http://nptel.iitm.ac.in",2016-05-20T13:11:04Z,33,0,4268,0
Mod-06 Lec-24 Rankine-Hugoniot Relations 2,R_e6AYxPv5o,"Combustion by Prof. S.R. Chakravarthy, Department of Aerospace Engineering, IIT Madras. For more details on NPTEL visit http://nptel.iitm.ac.in",2016-05-20T13:09:27Z,18,0,1726,1
Mod-06 Lec-25 Rankine-Hugoniot Relations 3,TVVwiyRvXR8,"Combustion by Prof. S.R. Chakravarthy, Department of Aerospace Engineering, IIT Madras. For more details on NPTEL visit http://nptel.iitm.ac.in",2016-05-20T13:07:47Z,5,0,943,0
Mod-07 Lec-27 Laminar Premixed Flames,0Y0ssPcX-gw,"Combustion by Prof. S.R. Chakravarthy, Department of Aerospace Engineering, IIT Madras. For more details on NPTEL visit http://nptel.iitm.ac.in",2016-05-20T13:04:31Z,32,0,5053,1
"Mod-06 Lec-26 Velocity, Temperature and Entropy Variation along Hugoniot Curve",2Ml2gzk7ik4,"Combustion by Prof. S.R. Chakravarthy, Department of Aerospace Engineering, IIT Madras. For more details on NPTEL visit http://nptel.iitm.ac.in",2016-05-20T13:06:10Z,8,0,872,1
Mod-02 Lec-06 Chemical Kinetics 2,G-zq-4uS5iA,"Combustion by Prof. S.R. Chakravarthy, Department of Aerospace Engineering, IIT Madras. For more details on NPTEL visit http://nptel.iitm.ac.in",2016-05-20T13:37:27Z,19,0,4151,1
"Mod-01 Lec-04 Dissociation of Products, Role of Pressure",cSyA6cVBeD0,"Combustion by Prof. S.R. Chakravarthy, Department of Aerospace Engineering, IIT Madras. For more details on NPTEL visit http://nptel.iitm.ac.in",2016-05-20T13:40:39Z,10,2,3544,1
"Mod-01 Lec-05 Numerical Calculation of Adiabatic Flame Temperature, Chemical Kinetics 1",hj8EcI8xeCE,"Combustion by Prof. S.R. Chakravarthy, Department of Aerospace Engineering, IIT Madras. For more details on NPTEL visit http://nptel.iitm.ac.in",2016-05-20T13:39:02Z,12,2,3659,1
Mod-01 Lec-03 Sensible Enthalpy and Adiabatic Flame Temperature,rUBXCn9TSas,"Combustion by Prof. S.R. Chakravarthy, Department of Aerospace Engineering, IIT Madras. For more details on NPTEL visit http://nptel.iitm.ac.in",2016-05-20T13:42:14Z,30,2,5710,6
"Mod-01 Lec-02 Chemical Reactions, Heats of Reaction and Formation",83ZF_MRgjAA,"Combustion by Prof. S.R. Chakravarthy, Department of Aerospace Engineering, IIT Madras. For more details on NPTEL visit http://nptel.iitm.ac.in",2016-05-20T13:43:54Z,51,2,7107,3
Mod-01 Lec-01 Introduction,xigbLAwud60,"Combustion by Prof. S.R. Chakravarthy, Department of Aerospace Engineering, IIT Madras. For more details on NPTEL visit http://nptel.iitm.ac.in",2016-05-20T13:45:32Z,158,2,23633,8
Mod-10 Lec-44 Droplet Burning 2,0suN-mwVz78,"Combustion by Prof. S.R. Chakravarthy, Department of Aerospace Engineering, IIT Madras. For more details on NPTEL visit http://nptel.iitm.ac.in",2016-05-28T06:17:50Z,4,0,670,0
Mod-07 Lec-34 Flame Stabilisation 1,MBH1J7zfF2c,"Combustion by Prof. S.R. Chakravarthy, Department of Aerospace Engineering, IIT Madras. For more details on NPTEL visit http://nptel.iitm.ac.in",2016-05-28T06:19:07Z,27,2,2788,3
Mod-07 Lec-30 Laminar Premixed Flames - Rigorous Analysis 2,99zqbOmX1Y0,"Combustion by Prof. S.R. Chakravarthy, Department of Aerospace Engineering, IIT Madras. For more details on NPTEL visit http://nptel.iitm.ac.in",2016-05-28T06:20:35Z,7,0,820,0
Watershed Management & Stakeholder Analysis,elIvGOMtWpY,"Watershed Management by Dr. T.I. Eldho,Department of Civil Engineering,IIT Bombay.For more details on NPTEL visit http://nptel.ac.in",2016-06-03T08:06:03Z,22,1,3610,3
Watershed Modeling,vX9bhAUkd4M,"Watershed Management by Dr. T.I. Eldho,Department of Civil Engineering,IIT Bombay.For more details on NPTEL visit http://nptel.ac.in",2016-06-03T08:07:32Z,19,0,3272,1
Introduction to Watershed Management,wkPu4LwRKro,"Watershed Management by Dr. T.I. Eldho,Department of Civil Engineering,IIT Bombay.For more details on NPTEL visit http://nptel.ac.in",2016-06-03T08:10:20Z,140,8,25431,13
Mod-05 Lec-15 The Ubiquity of Meromorphic Functions,fur3O2iU9qM,"Advanced Complex Analysis - Part 2 by Dr. T.E. Venkata Balaji,Department of Mathematics,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-25T10:58:16Z,11,0,1056,0
Mod-05 Lec-14 Meromorphic Functions on the Extended Complex Plane,-dVRXItMwqg,"Advanced Complex Analysis - Part 2 by Dr. T.E. Venkata Balaji,Department of Mathematics,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-25T10:59:42Z,39,3,4320,5
"Mod-06 Lec-17 Why Normal Convergence, but Not Globally Uniform Convergence,",RChByQEnVvM,"Advanced Complex Analysis - Part 2 by Dr. T.E. Venkata Balaji,Department of Mathematics,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-28T09:48:22Z,9,0,941,0
Mod-07 Lec-21 Completion of Proof of Hurwitz\'s Theorem for Normal Limits of Analytic Functions,2Myn4Ur5mXE,"Advanced Complex Analysis - Part 2 by Dr. T.E. Venkata Balaji,Department of Mathematics,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-06-01T12:57:17Z,9,1,1454,0
Mod-05 Lec-16 Continuity of Meromorphic Functions at Poles and Topologies,dnWmUzqPOlc,"Advanced Complex Analysis - Part 2 by Dr. T.E. Venkata Balaji,Department of Mathematics,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-28T09:49:30Z,8,0,976,0
Mod-06 Lec-19 The Invariance Under Inversion of the Spherical Metric on the Extended Complex Plane,Q6lr-rphYC8,"Advanced Complex Analysis - Part 2 by Dr. T.E. Venkata Balaji,Department of Mathematics,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-06-01T12:58:17Z,9,1,810,3
"Mod-06 Lec-18 Measuring Distances to Infinity, the Function Infinity and Normal Convergence",hnm3bBdB8s4,"Advanced Complex Analysis - Part 2 by Dr. T.E. Venkata Balaji,Department of Mathematics,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-06-01T12:59:32Z,6,0,639,0
Mod-07 Lec-20 Introduction to Hurwitz\'s Theorem for Normal Convergence of Holomorphic Functions,meczucHVALQ,"Advanced Complex Analysis - Part 2 by Dr. T.E. Venkata Balaji,Department of Mathematics,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-06-02T08:52:58Z,20,1,1755,0
Mod-10 Lec-44 Analogies in Turbulent Convective Heat Transfer - Part 1,UkUzIekfMQM,,2016-05-30T11:00:56Z,11,0,1921,0
Mod-09 Lec-43 Analogies in Turbulent Convective Heat Transfer - Part 1,1Jyx4hlrrsE,"Convective Heat Transfer by Dr. Arvind Pattamatta & Prof. Ajit K. Kolar,Department of Mechanical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-30T11:02:06Z,12,0,1754,1
Mod-08 Lec-42 Turbulent Convective Heat Transfer:  RANS Equations - Part 2,6330vQYqeXs,"Convective Heat Transfer by Dr. Arvind Pattamatta & Prof. Ajit K. Kolar,Department of Mechanical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-30T11:03:22Z,20,0,2228,0
Mod-07 Lec-41 Turbulent Convective Heat Transfer: RANS Equations - Part 1,C_KJdfoZuag,"Convective Heat Transfer by Dr. Arvind Pattamatta & Prof. Ajit K. Kolar,Department of Mechanical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-30T11:04:41Z,25,3,3367,0
Mod-06 Lec-40 Natural Convection in Other Configurations,vKfPUnhOjw0,"Convective Heat Transfer by Dr. Arvind Pattamatta & Prof. Ajit K. Kolar,Department of Mechanical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-30T11:05:58Z,9,0,1659,0
Mod-05 Lec-39 Approximate Method in Natural Convection Heat Transfer,Um51Y7iXRjo,"Convective Heat Transfer by Dr. Arvind Pattamatta & Prof. Ajit K. Kolar,Department of Mechanical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-30T11:07:12Z,13,2,2757,1
Mod-04 Lec-38 Similarity Solution in Natural Convection for Vertical isoflux Plate,vERbFzhT9P0,"Convective Heat Transfer by Dr. Arvind Pattamatta & Prof. Ajit K. Kolar,Department of Mechanical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-30T11:08:22Z,17,1,2207,3
Mod-03 Lec-37 Similarity Solution in Natural Convection for Vertical isothermal Plate - Part 2,xHGhARVYbzI,"Convective Heat Transfer by Dr. Arvind Pattamatta & Prof. Ajit K. Kolar,Department of Mechanical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-30T11:09:34Z,18,1,2999,0
Mod-01 Lec-35 Introduction to Natural Convection Heat Transfer,3Iot96f1hsc,"Convective Heat Transfer by Dr. Arvind Pattamatta & Prof. Ajit K. Kolar,Department of Mechanical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-30T11:11:58Z,327,8,33190,6
Mod-02 Lec-36 Similarity Solution in Natural Convection for Vertical isothermal Plate - Part 1,XEKc7-KKBwc,"Convective Heat Transfer by Dr. Arvind Pattamatta & Prof. Ajit K. Kolar,Department of Mechanical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-30T11:10:46Z,40,0,6057,1
Mod-05 Lec-13 Infinity as an Essential Singularity and Transcendental Entire Functions,eHvf2f_LUto,"Advanced Complex Analysis - Part 2 by Dr. T.E. Venkata Balaji,Department of Mathematics,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-23T06:28:14Z,40,4,4411,1
Mod-04 Lec-12 Proofs of Two Avatars of the Residue Theorem  for the Extended Complex Plane,9ARWUqj4Xqc,"Advanced Complex Analysis - Part 2 by Dr. T.E. Venkata Balaji,Department of Mathematics,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-23T06:29:16Z,9,2,1516,0
Mod-01 Lec-42 Contd. (Kunii Levenspiel Model),C3i5o-Epepg,"Chemical Reaction Engineering 2 (Heterogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-17T09:03:06Z,24,0,2685,0
Mod-01 Lec-41 Contd. (Davidson Harrison model and Kunii Levenspiel model),xy7Gy8KmYTY,"Chemical Reaction Engineering 2 (Heterogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-17T09:05:11Z,17,0,2633,0
Mod-01 Lec-09 Shrinking core model contd. for type D reactions Contd.,IuUsF0y9x3Q,"Chemical Reaction Engineering 2 (Heterogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-17T08:59:12Z,11,0,1978,3
Mod-01 Lec-43 Slurry Reactor Design,QzNMLPg-Y8Q,"Chemical Reaction Engineering 2 (Heterogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-17T09:00:11Z,40,1,4425,3
Mod-01 Lec-39 Fluidized Bed Reactor Design Part IV,QZwBHhfBE9w,"Chemical Reaction Engineering 2 (Heterogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-17T09:07:56Z,25,1,3938,1
Mod-01 Lec-40 Contd. (Fluidized bed reactor Models),n0o5z48QSQU,"Chemical Reaction Engineering 2 (Heterogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-17T09:06:29Z,20,0,2951,0
Mod-01 Lec-37 Fluidized Bed Reactor Design Part II,LViixdtL0BQ,"Chemical Reaction Engineering 2 (Heterogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-17T09:11:13Z,76,2,10341,1
Mod-01 Lec-38 Fluidized Bed Reactor Design Part III,SbxS_Mx4w_4,"Chemical Reaction Engineering 2 (Heterogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-17T09:09:22Z,27,0,4877,2
Mod-01 Lec-35 Problem solving session,A79wdnC5FKY,"Chemical Reaction Engineering 2 (Heterogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-17T09:14:23Z,10,0,1509,1
Mod-01 Lec-36 Fluidized Bed Reactor Design Part I,vpvb6JQWy44,"Chemical Reaction Engineering 2 (Heterogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-17T09:12:36Z,140,5,16514,5
Mod-01 Lec-34 Conservative Equations for Packed bed Reactor design,0uRBCamm8mQ,"Chemical Reaction Engineering 2 (Heterogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-17T09:15:41Z,11,0,1464,0
Mod-01 Lec-30 Packed (fixed) bed catalytic reactor design,F5067KEk4TE,"Chemical Reaction Engineering 2 (Heterogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-17T09:17:46Z,109,6,12886,4
Mod-01 Lec-33 Design equations for Packed bed reactor design,IFGKamoDXWw,"Chemical Reaction Engineering 2 (Heterogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-17T09:16:40Z,25,0,4962,0
Mod-01 Lec-12 Design of non-catalytic gas solid reactors Contd..,1lZHO3Sq1jI,"Chemical Reaction Engineering 2 (Heterogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-17T09:47:40Z,14,0,1576,2
"Mod-01 Lec-13 Design equation for MF of solids, uniform gas composition, const. single particle size",yWUk1NI_Q_g,"Chemical Reaction Engineering 2 (Heterogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-17T09:46:00Z,8,0,1377,1
"Mod-01 Lec-14 Design equation for MF of solids, mixture of particles for different size",caoK6n2yKZ4,"Chemical Reaction Engineering 2 (Heterogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-17T09:44:42Z,4,0,1090,1
Mod-01 Lec-15 Design equation for MF of solids with elutriation,drt3AtQPQmE,"Chemical Reaction Engineering 2 (Heterogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-17T09:43:30Z,10,0,1351,0
Mod-01 Lec-16 General Performance equation for non-catalytic gas solid reactions,EvCEZbzePjk,"Chemical Reaction Engineering 2 (Heterogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-17T09:41:41Z,8,0,1319,2
Mod-01 Lec-18 LHHW Kinetic model contd. Part I,Fn0jieDt6xs,"Chemical Reaction Engineering 2 (Heterogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-17T09:38:40Z,54,0,5798,3
Mod-01 Lec-17 Catalytic reactions (LHHW Kinetic model),INcmRk6_Ha8,"Chemical Reaction Engineering 2 (Heterogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-17T09:40:08Z,83,4,13305,6
Mod-01 Lec-19 LHHW Kinetic model contd. Part II,7NLnHDGWzdM,"Chemical Reaction Engineering 2 (Heterogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-17T09:37:10Z,26,0,2764,0
Mod-01 Lec-21 Inter and Intraphase effectiveness fator,PZSWVMoQHOI,"Chemical Reaction Engineering 2 (Heterogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-17T09:34:43Z,20,1,2081,1
Mod-01 Lec-22 Interface effectiveness factor & Generalized nonisothermal effectiveness,g3quE1i7Qa4,"Chemical Reaction Engineering 2 (Heterogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-17T09:33:16Z,16,0,1748,1
Mod-01 Lec-20 Industrially important catalytic reaction models,kdkCQMzV8nQ,"Chemical Reaction Engineering 2 (Heterogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-17T09:35:40Z,23,0,1963,1
Mod-01 Lec-23 Generalized nonisothermal effectiveness factor for external mass transfer step contd.,J8mA0Z0c6qY,"Chemical Reaction Engineering 2 (Heterogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-17T09:31:36Z,8,1,1140,0
Mod-01 Lec-24 Mass transfer correlations for various reactors,QtBdAD-UMs4,"Chemical Reaction Engineering 2 (Heterogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-17T09:30:19Z,13,1,1708,0
Mod-01 Lec-26 Isothermal intraphase effectiveness factor Part II,5mcc9unfgAI,"Chemical Reaction Engineering 2 (Heterogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-17T09:27:33Z,12,0,1432,0
Mod-01 Lec-25 Isothermal intraphase effectiveness factor Part I,meUvDI-BmMA,"Chemical Reaction Engineering 2 (Heterogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-17T09:29:01Z,27,0,2398,0
Mod-01 Lec-27 Non-isothermal intraphase effectiveness factor,6ea1mHAW2UQ,"Chemical Reaction Engineering 2 (Heterogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-17T09:25:40Z,15,0,1111,0
Mod-01 Lec-28 Inter & Intraphase effectiveness factor contd.,sczHPJxmv3s,"Chemical Reaction Engineering 2 (Heterogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-17T09:24:17Z,9,0,861,0
Mod-01 Lec-29 Inter & Intraphase Mass transfer,PS3Gkw_fSZM,"Chemical Reaction Engineering 2 (Heterogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-17T09:22:47Z,13,0,1281,0
Mod-01 Lec-31 Graphical design of Fixed bed reactors,rpBCwi0H9-o,"Chemical Reaction Engineering 2 (Heterogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-17T09:20:50Z,28,0,3965,2
Mod-01 Lec-32 Packed Bed Design Contd.,HtipSHgiJOg,"Chemical Reaction Engineering 2 (Heterogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-17T09:19:06Z,20,0,2757,0
"Mod-01 Lec-10 Reactors, Homogeneous reaction model, Design of non-catalytic gas solid reactors",aIw5KosDmZQ,"Chemical Reaction Engineering 2 (Heterogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-17T09:50:22Z,16,1,2851,1
Mod-01 Lec-11 Design of non-catalytic gas solid reactors Contd.,ujdSZt5WYeQ,"Chemical Reaction Engineering 2 (Heterogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-17T09:49:06Z,15,0,2191,2
Mod-01 Lec-08 Shrinking core model contd. for type D reactions,FIv97m7V5gs,"Chemical Reaction Engineering 2 (Heterogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-17T09:52:11Z,12,0,2082,2
Mod-01 Lec-07 Contd. & Proof of  Pseudo steady state assumption,ZnFAA51MiT8,"Chemical Reaction Engineering 2 (Heterogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-17T09:53:14Z,23,0,2796,0
Mod-01 Lec-06 Shrinking Core Model Contd..,jq2QvdoXKkE,"Chemical Reaction Engineering 2 (Heterogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-17T09:54:48Z,32,0,4911,4
Mod-01 Lec-05 Shrinking Core Model Contd.,zKTLhd36SSA,"Chemical Reaction Engineering 2 (Heterogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-17T09:56:28Z,53,2,7482,0
Mod-01 Lec-04 Basics of Kinetics of type A & B reactions,iBznk9DtV68,"Chemical Reaction Engineering 2 (Heterogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-17T09:57:36Z,38,1,5037,2
Mod-01 Lec-03 Heterogeneous rate of reactions and different types of kinetic models,lBcGjg3m_Ho,"Chemical Reaction Engineering 2 (Heterogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-17T09:59:17Z,46,2,7294,1
Mod-01 Lec-01 Introduction to Kinetics (Gas solid non-catalytic reaction),gMOxErho7Q0,"Chemical Reaction Engineering 2 (Heterogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-17T10:02:42Z,139,2,25307,12
Mod-01 Lec-02 Intro to Kinetics contd. for catalytic reactions in different reactors,sMoFGplQ8nM,"Chemical Reaction Engineering 2 (Heterogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-17T10:01:05Z,32,0,6888,3
Mod-01 Lec-29 Recycle Reactors,7bGYaynjaXM,"Chemical Reaction Engineering 1 (Homogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-13T03:54:05Z,128,5,17281,8
Mod-01 Lec-32 Multiple Reactions Part I,AHeJUnZeUUg,"Chemical Reaction Engineering 1 (Homogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-13T03:50:26Z,92,2,12296,6
Mod-01 Lec-31 Recycle Reactors (Autocatalytic reactions) Part II,R0PbwKVJp9s,"Chemical Reaction Engineering 1 (Homogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-13T03:51:48Z,55,0,7870,3
Mod-01 Lec-30 Recycle Reactors (Autocatalytic reactions) Part I,pm0jY4GztZs,"Chemical Reaction Engineering 1 (Homogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-13T03:52:44Z,73,1,10449,1
Mod-01 Lec-27 PFR and MFR in series.,CeU2Ld9Pmtg,"Chemical Reaction Engineering 1 (Homogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-13T03:57:10Z,107,1,13426,4
